Date,Part Number,serialNumber,typeName,stationNumber,stationDescription,Faulire Code,Failure Description,Defect,failureDetails,Action Code,Material Code,Material Desc,partClass
10/15/2022 0:00,10011100,1705525,Test,CL-3,Kiyo Test Clone 3,50W Test,50W Test,C4 Cap Position,"FAIL: C4 CAP POSITION OUT OF SPEC., NEED TO RE-CAL C4 & C5",Re-calibrate Match,,,Capacitor
10/15/2022 0:00,10011100,1705526,Test,CL-3,Kiyo Test Clone 3,50W Test,50W Test,C4 Cap Position,"FAIL: C4 CAP POSITION OUT OF SPEC., NEED TO RE-CAL C4 & C5",Re-calibrate Match,,,Capacitor
10/15/2022 0:00,20031909,2200025,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,R3 and R13 could not calibrate to meet spec., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/15/2022 0:00,20031909,2230255,Calibration,PMD Station,PMD Station,Phase Mag Tests,,A3,C11 could not calibrate to spec., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/15/2022 0:00,20108675,2230502,Calibration,VI-TFX-2,VI TFX 2_SN 599227,Other,Codes to be Added,Other,Error Exceeds Limits-I (EEL-I), Replace Component/NCR,20101359,"ASSY, VI PROBE, KIYO-G, NON-CAL",V/I Probe
10/15/2022 0:00,20108675,2230506,Calibration,VI-TFX-2,VI TFX 2_SN 599227,Current Test,I-Side Test,RF Setting Limit Exceeded,Rfsetl-I, Replace Component/NCR,20101359,"ASSY, VI PROBE, KIYO-G, NON-CAL",V/I Probe
10/15/2022 0:00,20108675,2230507,Calibration,VI-TFX-3,VI TFX 3_SN 599228,Other,Codes to be Added,Other,Error Exceeds Limits-, Replace Component/NCR,20101359,"ASSY, VI PROBE, KIYO-G, NON-CAL",V/I Probe
10/17/2022 0:00,20031426,1709247,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,ANALOG AND RS232 were wrong way, Replace Component/NCR,20031628,PANEL BOTTOM,Sheet Metal
10/17/2022 0:00,20031909,2220237,Calibration,PMD Station,PMD Station,Phase Mag Tests,,D3,R66 could not calibrate to spec., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/17/2022 0:00,20070547,1682828,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,HF between station balance fails at RF test.  Swap C19 and C39,Open Match to Investigate,,,Capacitor
10/17/2022 0:00,20070547,1697675,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,Fail RF Test STN1 HF between stations balance.  Swap C19 (high output) and C39(low output),Open Match to Investigate,,,Capacitor
10/17/2022 0:00,20091588,1679671,Assembly,3-C,Flex Assembly Bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Damaged HW,Missing Value Measuring, Replace Component/NCR,20030701,CFMN-2500BAC/5-DE-G,Capacitor
10/17/2022 0:00,20091588,1711137,Assembly,3-C,Flex Assembly Bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Missing HW,Missing Value Measuring, Replace Component/NCR,20030701,CFMN-2500BAC/5-DE-G,Capacitor
10/17/2022 0:00,20091588,1711138,Assembly,3-C,Flex Assembly Bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Missing HW,Missing Value Measuring, Replace Component/NCR,20030701,CFMN-2500BAC/5-DE-G,Capacitor
10/17/2022 0:00,20105342,1711107,Assembly,2-A,SIRF Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,bent enclosure, Replace Component/NCR,20066183,ENCLOSURE,Sheet Metal
10/17/2022 0:00,853-040482-684,1710185,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,wrong hole, Replace Component/NCR,,,Sheet Metal
10/17/2022 0:00,853-040482-684,1710187,Test,1-BT,Flex Test Bench,R+JX,R+JX,400kHz Imaginary,"Fine tune multiple time, still failed X at 400KHz. C4 trimmer cap tuned to the max. Retune coil L1+L2 115.75",Re-tune Coils,853-235230-017,"ASSY,IDCTR,400 HZ,RF MATCH",Inductor/Coil
10/18/2022 0:00,10011100,1705528,Test,CL-3,Kiyo Test Clone 3,Document,OMS/TP/Others,Incorrect HW,"fail: match cover interlock switch, need to open the match to investigate.",Open Match to Investigate,,,Cables & Cable Assy's
10/18/2022 0:00,20062704,1704904,Assembly,A-3,Sub- Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,ENLOSURE SCRATCHED, Replace Component/NCR,200063000,"ENCL,RFM,10KW+DC",Others
10/18/2022 0:00,20063066,1713428,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Chassis was damaged at the corner, Replace Component/NCR,20050897,"ENCL,40Mhz RFM",Sheet Metal
10/18/2022 0:00,20082481,1709278,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,Failed RF reflect too high., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
10/18/2022 0:00,20088206,1711134,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Both Fixed Capacitor C2 missing value measurements, Replace Component/NCR,20030701,CFMN-2500BAC/5-DE-G,Capacitor
10/18/2022 0:00,20091588,1711137,Test,2-BT,Test Bench,Components,Component Failures,PCB Failure,"Under internal status indicate number 2 fault light on, not ok , and High", Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
10/18/2022 0:00,20108676,2230511,Calibration,VI-TFX-3,VI TFX 3_SN 599228,Components,Component Failures,Cable,Bootload Error-Cable Failure, Replace Component/NCR,20101359,"ASSY, VI PROBE, KIYO-G, NON-CAL",V/I Probe
10/18/2022 0:00,853-040482-684,1710183,Test,1-BT,Flex Test Bench,R+JX,R+JX,400kHz Imaginary,"Failed 400KHz X, fine tune multiple times for spec. Maxed out C4 trimmer cap. Retune coil L1+L2 115.75",Re-tune Coils,853-235230-017,"ASSY,IDCTR,400 HZ,RF MATCH",Inductor/Coil
10/18/2022 0:00,853-043759-223,1711187,Assembly,1-E,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Fan/Motors/Cables,Damage, Replace Component/NCR,10006001,Assembly CA SNSR LIM (Artikel),Cables & Cable Assy's
10/18/2022 0:00,853-043759-225,1711197,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,"Cap out of spec, Spec 100pf +/_ 1.0pf, Reading 98.84pf", Replace Component/NCR,20068272,CFMN-100DAC/30-AF-E,Capacitor
10/19/2022 0:00,20031909,2230244,Calibration,PMD Station,PMD Station,Phase Mag Tests,,A3,C11 could not calibrate to meet spec when RF ON, Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/19/2022 0:00,20031909,2230251,Calibration,PMD Station,PMD Station,Phase Mag Tests,,A3,C11 could not calibrate to spec., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/19/2022 0:00,20062704,1704907,Assembly,A-3,Sub- Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,DARK SPOT & SMUDGED PRINT, Replace Component/NCR,200063000,"ENCL,RFM,10KW+DC",Others
10/19/2022 0:00,20063534,1706162,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,Failed Vpp at 780W reading -10.4822V .Replace Vpp Probe, Replace Component/NCR,10008759,PCB ASSY VOLTAGE PROBE,V/I Probe
10/19/2022 0:00,20086219,1711111,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Fan guards received as it is from vendor with cooper showing on the guard, Replace Component/NCR,10004332,"GUARD,FAN,119mm,EBM-PAPST LZ30-4",Others
10/19/2022 0:00,20105342,1711126,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,Failed RF Reflective is high at 500W/45.788V .Replace PM, Replace Component/NCR,10009897,ASSY PMD 13.56MHZ GND-REF CAL,Phase Mag
10/19/2022 0:00,20105342,1711130,Assembly,4-D,AMAT/LAM Bench,Assembly,Station Issues,Fixture/Others,Dent on end and side, Replace Component/NCR,20066183,ENCLOSURE,Sheet Metal
10/19/2022 0:00,20108676,2230476,Calibration,VI-TFX-2,VI TFX 2_SN 599227,Current Test,I-Side Test,Operator '!',Operator '!'-I, Replace Component/NCR,20101359,"ASSY, VI PROBE, KIYO-G, NON-CAL",V/I Probe
10/19/2022 0:00,853-043759-225,1711200,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,7B12P5 connector clip broken., Replace Component/NCR,10005985,"CA,SIG,ENCODER,C5 CAP",Cables & Cable Assy's
10/20/2022 0:00,10009897,2233854,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C3,C7 could not calibrate to spec, Replace Component/NCR,10009900,ASSY PMD 13.56MHZ GND-REF NON-CAL,Phase Mag
10/20/2022 0:00,10009897,2233887,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C3,C7 could not calibrate to spec., Replace Component/NCR,10009900,ASSY PMD 13.56MHZ GND-REF NON-CAL,Phase Mag
10/20/2022 0:00,20105342,1711128,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,"AUX AN IN cable put in wrong position cause defected, need replace Vpp Probe .See Attach", Replace Component/NCR,,,Cables & Cable Assy's
10/20/2022 0:00,20105342,1711128,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,"AUX AN IN cable put in wrong position cause defected, need replace Vpp Probe .See Attach", Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
10/20/2022 0:00,20105342,1711128,Test,2-BT,Test Bench,RF Failure,RF Failure,RF Arched,"AUX AN IN cable put in wrong position cause defected, need replace Vpp Probe .See Attach", Replace Component/NCR,20061392,PCB ASSY VOLTAGE PROBE VPP VNAND,V/I Probe
10/20/2022 0:00,853-043759-225,1711203,Assembly,1-B,Kiyo Assembly bench,Components,Component Failures,PCB Failure,PCBA issue with caused C3 to not function properly, Replace Component/NCR,,,Controller PCBA
10/20/2022 0:00,853-043759-225,1711204,Assembly,1-B,Kiyo Assembly bench,Components,Component Failures,Damaged Parts,C3 under specs needs to be replaced, Replace Component/NCR,10000714-019,CVUN-500BC/12-BEAA,Capacitor
10/21/2022 0:00,20031907,2230373,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"TEST B3 - Vphase1-RF-ON, No Adjustment: V(B3) =  V (A3) ±50mV Reading is 1.047 out of spec", Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/21/2022 0:00,20031907,2230496,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"TEST B3 - Vphase1-RF-ON, No Adjustment: V(B3) =  V (A3) ±50mV  reading 1.037 out of spec", Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/21/2022 0:00,20105342,1711132,Assembly,4-D,AMAT/LAM Bench,Assembly,Station Issues,Fixture/Others,dented, Replace Component/NCR,10010521,"VENT,FAN,SHIELDED,119mm",Others
10/21/2022 0:00,853-040482-684,1716622,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,No c curves or measurement & damaged helicoil, Replace Component/NCR,,,Capacitor
10/21/2022 0:00,853-040482-684,1716622,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,No c curves or measurement & damaged helicoil, Replace Component/NCR,713-211867-005,"BRKT, INSUL, CAP MNT, RF MATCH, 300MM",Others
10/21/2022 0:00,853-043759-223,1716562,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,"Cap out of spec, Cap does not reach the spec (480+/_1pf) during measurement", Replace Component/NCR,20068947,CVBA-500BC/5-BEA-L1,Capacitor
10/22/2022 0:00,10011100,1711148,Test,CL-2,Kiyo Test Clone 2,VI Probe,VI Probe verification test,Voltage Probe 4,FAIL: INNNER & OUTER COIL CURRENT RATIO OUT OF SPEC.  1.1869  1.1867  1.2231,Open Match to Investigate,10006270,V/I Probe,V/I Probe
10/22/2022 0:00,10011100,1711148,Test,CL-2,Kiyo Test Clone 2,VI Probe,VI Probe verification test,VP3 ratio,FAIL: INNNER & OUTER COIL CURRENT RATIO OUT OF SPEC.  1.1869  1.1867  1.2231,Open Match to Investigate,10006270,V/I Probe,V/I Probe
10/22/2022 0:00,20062704,1704906,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,Failed RF test. High reflected power output at 10000W. Reading 290W. Should be <21W. Need replace Phase Mag, Replace Component/NCR,20031909,ASSY PMD 40MHZ GND-ISO CAL,Phase Mag
10/22/2022 0:00,853-043759-225,1711203,OQA Inspection,2-Jan,Quality Outgoing Inspection,QC Failure,Hardware Failure,Incorrect Hardware Assembly,Supposed to be no gap in the top cover,Fix Discrepancy,,,Match
10/24/2022 0:00,20031907,2230374,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"TEST B3 - Vphase1-RF-ON, No Adjustment: V(B3) =  V (A3) ±50mV Reading is at 1.039V out of spec", Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/24/2022 0:00,20031907,2230376,Calibration,PMD Station,PMD Station,Components,Component Failures,PCB Failure,"Defective PCBA, bottom board. Verified with another PMD. No current coming out of 10 PIN connector.", Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/24/2022 0:00,20031907,2230382,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"TEST B3 - Vphase1-RF-ON, No Adjustment: V(B3) =  V (A3) ±50mV reading is 1.031V out of spec.", Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/24/2022 0:00,20031907,2230397,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,"TEST B3 - Vphase1-RF-ON, No Adjustment: V(B3) =  V (A3) ±50mV Reading is at 1.046V out of spec", Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/24/2022 0:00,20031909,2220212,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B2,R13 could not calibrate to spec., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/24/2022 0:00,20031909,2230287,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,C11 could not calibrate to meet spec., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/24/2022 0:00,20051581,1716523,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,Front panel is damaged, Replace Component/NCR,20047092,PANEL FRONT,Sheet Metal
10/24/2022 0:00,20067921,1719962,Assembly,2-A,SIRF Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,missing caps, Replace Component/NCR,10009212,"FUSE HOLDER,FBS,5x20MM,10A/250V",Others
10/24/2022 0:00,853-040482-684,1716623,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,no measurement values, Replace Component/NCR,,,Capacitor
10/24/2022 0:00,853-040482-684,1716624,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,no c curves found, Replace Component/NCR,,,Capacitor
10/24/2022 0:00,853-040482-684,1716624,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,no c curves found, Replace Component/NCR,,,Capacitor
10/24/2022 0:00,853-043759-223,1716563,Assembly,1-J,Kiyo Assembly bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Missing HW,Insert shaft missing at the center of rod insulator., Replace Component/NCR,20056494,BLOCK INSTL ROD RING INSUL KIYO 15,Others
10/24/2022 0:00,853-043759-223,1716565,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,damaged helicoil, Replace Component/NCR,10005852,"HSG,LIMIT FLAG/MOTOR MTG",Others
10/24/2022 0:00,853-043759-223,1716567,Assembly,1-B,Kiyo Assembly bench,Components,Component Failures,PCB Failure,"C3 under specs, could calibrate", Replace Component/NCR,10000714-019,CVUN-500BC/12-BEAA,Capacitor
10/24/2022 0:00,853-043759-225,1716574,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,"Cap out of spec, Spec 250pf +/_ 2.5pf, Reading 253.15pf", Replace Component/NCR,10000581-003,CFMN-250AAC/15-DE-E,Capacitor
10/24/2022 0:00,853-043759-925,1716568,Assembly,1-B,Kiyo Assembly bench,Components,Component Failures,Damaged Parts,"C3 under specs, can not calibrate", Replace Component/NCR,10000714-019,CVUN-500BC/12-BEAA,Capacitor
10/25/2022 0:00,20069401,1709263,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,RF Failed. The power reflect too high., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
10/25/2022 0:00,20069401,1709267,Test,2-AT,RF Test Bench,C Curves,Failure,Replace Capacitor,Corner1 & Corner2 imaginary out of spec., Replace Component/NCR,20064129,CVUN-500AC/8-JHJL-Z1,Capacitor
10/25/2022 0:00,20070547,1697671,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Scratch, Replace Component/NCR,20070740,"PANEL,WALL,#2",Sheet Metal
10/25/2022 0:00,20075291,1718044,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,"Cap out of spec, Spec 77pf +/_ 1.0pf, Reading 75.77pf", Replace Component/NCR,,,Capacitor
10/25/2022 0:00,20081525,1716522,Assembly,3-F,Flex Assembly Bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Missing HW,Can't read the C curves, Replace Component/NCR,20046633,CFMN-21DAC/30-AF-H,Capacitor
10/25/2022 0:00,20088206,1715687,Assembly,A-3,Sub- Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,DON'T HAVE  C MEAS OF C-CURVES CAP, Replace Component/NCR,20030701,CFMN-2500BAC/5-DE-G,Capacitor
10/25/2022 0:00,20105342,1715796,Assembly,4-B,Flex Assembly Bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Incorrect HW,missing insulation for wire on PCB, Replace Component/NCR,20061392,PCB ASSY VOLTAGE PROBE VPP VNAND,Cables & Cable Assy's
10/25/2022 0:00,20105342,1715797,Assembly,4-B,Flex Assembly Bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Incorrect HW,missing insulation for wire on PCB, Replace Component/NCR,20061392,PCB ASSY VOLTAGE PROBE VPP VNAND,Cables & Cable Assy's
10/25/2022 0:00,853-040482-684,1716625,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,"Broken, bad thread", Replace Component/NCR,713-309866-003,"BAF,AIR FL,RF MATCH,300MM",Others
10/25/2022 0:00,853-040482-684,1716625,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,"Broken, bad thread", Replace Component/NCR,853-265832-002,"CA, VPP BFFR PWR, MATCH",Cables & Cable Assy's
10/25/2022 0:00,853-040482-684,1716627,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Bad threads, Replace Component/NCR,713-211867-005,"BRKT, INSUL, CAP MNT, RF MATCH, 300MM",Others
10/25/2022 0:00,853-040482-684,1716627,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Bad threads, Replace Component/NCR,713-309866-003,"BAF,AIR FL,RF MATCH,300MM",Others
10/26/2022 0:00,10006212,1716546,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,"Cap out of spec, Spec 100pf +/_ 1.0pf, Reading 98.91pf", Replace Component/NCR,10000598-002,CFMN-100CAC/15-AF-E,Capacitor
10/26/2022 0:00,10006212,1716550,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,Screw stud bent, Replace Component/NCR,10005882,"ROD,GND,L3,TCCT MATCH",Others
10/26/2022 0:00,20031907,2230405,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,TEST B3 - Vphase1-RF-ON greater than ±50mV, Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/26/2022 0:00,20070547,1697671,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,Fail LF between station balance during RF test.  Swap C21 and C31,Open Match to Investigate,,,Capacitor
10/26/2022 0:00,20075291,1718046,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,"Cap out of spec, Spec 77pf +/_ 1.0pf, Reading 75.73pf", Replace Component/NCR,10008745-001,CFMN-77CAC/15-AF-H,Capacitor
10/26/2022 0:00,20088206,1715689,Assembly,A-3,Sub- Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,PEM NUTS OFPANEL REAR NOT A LIGNMENT, Replace Component/NCR,20030831,PANEL REAR,Others
10/26/2022 0:00,20114640,1715712,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,There are some deep scratches on the surface, Replace Component/NCR,20066184,"COVER,BOTTOM",Sheet Metal
10/26/2022 0:00,20115159,1716527,Assembly,4-D,AMAT/LAM Bench,Assembly,Station Issues,Fixture/Others,Value too low 184 supposed to be in range of 400, Replace Component/NCR,20068485,CTMN-400EAC/25-WL,Capacitor
10/26/2022 0:00,853-040482-684,1716628,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,"1 Misalignment, & 1 bended", Replace Component/NCR,,,Sheet Metal
10/26/2022 0:00,853-043759-225,1716582,Assembly,1-B,Kiyo Assembly bench,Components,Component Failures,Fan/Motors/Cables,"Motor not working correctly, causing coupler to not spin and/or stuck", Replace Component/NCR,10005576,"MOTOR,STEP,2 PHASE, HIGH TORQUE",Others
10/27/2022 0:00,10006212,1716551,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,Crack at the Tunnel Frame., Replace Component/NCR,20049946,KIYO SHEETMETAL KIT PACKAGE,Sheet Metal
10/27/2022 0:00,20062704,1709255,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,Failed Analog COM. Cap1/Cap2 did not moved to home position. Need replaces Analog PCB., Replace Component/NCR,,,Others
10/27/2022 0:00,20062704,1709256,Assembly,4-C,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,wrong pemnut, Replace Component/NCR,20052672,"STRAP,CONN,PRIMARY COIL END,V2",Others
10/27/2022 0:00,20062704,1709258,Assembly,1-J,Kiyo Assembly bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Scratch on the top of plate., Replace Component/NCR,20052565,"PLATE,INTERFACE",Sheet Metal
10/27/2022 0:00,20070547,1697669,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,No Thread, Replace Component/NCR,20070735,BASE PLATE,Others
10/27/2022 0:00,20070547,1697673,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,Fails HF between station balance. STN3 too low and STN4 too high. Swap C39 and C49,Open Match to Investigate,,,Capacitor
10/27/2022 0:00,20081539,1715722,Assembly,3-C,Flex Assembly Bench,Hardware,Loose/Missing/Damage/Incorrect P/N,Damaged HW,Micro Switch Submini Broken From The Vendor, Replace Component/NCR,20032288,"SW,SUB-MIN,SNAP-ACT,LVR-3.9,3A",Others
10/27/2022 0:00,20088206,1715694,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,Panel Top has a long scratch on the side received as it is from vendor, Replace Component/NCR,20030832,PANEL TOP,Sheet Metal
10/27/2022 0:00,20114640,1715715,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Chassis due to long scratch on the side, Replace Component/NCR,20066183,ENCLOSURE,Sheet Metal
10/27/2022 0:00,853-043759-225,1716579,Test,CL-3,Kiyo Test Clone 3,VI Probe,VI Probe verification test,Voltage Probe 3,"inner & outer, voltage probe out of spec. 1.32  8.70  1.48", Replace Component/NCR,20085492,"ASSY,VI PROBE,TCCT MTCH,FAST",V/I Probe
10/27/2022 0:00,853-043759-225,1716579,Test,CL-3,Kiyo Test Clone 3,VI Probe,VI Probe verification test,Voltage Probe 4,"inner & outer, voltage probe out of spec. 1.32  8.70  1.48", Replace Component/NCR,20085492,"ASSY,VI PROBE,TCCT MTCH,FAST",V/I Probe
10/27/2022 0:00,853-043759-225,1716579,Test,CL-3,Kiyo Test Clone 3,VI Probe,VI Probe verification test,VP 4 ratio,"inner & outer, voltage probe out of spec. 1.32  8.70  1.48", Replace Component/NCR,20085492,"ASSY,VI PROBE,TCCT MTCH,FAST",V/I Probe
10/27/2022 0:00,853-043759-225,1716584,Test,CL-3,Kiyo Test Clone 3,VI Probe,VI Probe verification test,VP3 ratio,"FAIL:VI 3 PROBE RATIO, NEED TO SWAP VI OUTER TO VI #3.",Open Match to Investigate,,,V/I Probe
10/28/2022 0:00,20031907,2230386,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,TEST B3 - Vphase1-RF-ON greater than ±50mV, Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/28/2022 0:00,20031907,2230504,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,Excessive VMagErr over RF range, Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
10/28/2022 0:00,20031907,2230508,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,TEST B3 - Vphase1-RF-ON greater ±50mV, Replace Component/NCR,,,Phase Mag
10/28/2022 0:00,20062704,1709258,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,The match arcing at 10kW. Burn out DC Filter Enclosure and 2 Caps HRF MLC Microstrip, Replace Component/NCR,20052000,"ENCL,DC FILTER,V2",Others
10/28/2022 0:00,20066743,1719952,Assembly,3-E,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,BROKEN PIN, Replace Component/NCR,20032344,"SW,SUB-MIN,SPDT,RLLR-ACT",Others
10/28/2022 0:00,20075291,1718045,Test,CL-3,Kiyo Test Clone 3,50W Test,50W Test,C1 Cap Position,C1 CAP POSITION OUT OF SPEC.  65.49  -3.82  128.83, Replace Component/NCR,20068947,CVBA-500BC/5-BEA-L1,Capacitor
10/28/2022 0:00,20114640,1715717,Assembly,4-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Wire was broken, Replace Component/NCR,,,Cables & Cable Assy's
10/28/2022 0:00,20115159,1716529,Assembly,4-D,AMAT/LAM Bench,Assembly,Station Issues,Fixture/Others,Bad pem nut, Replace Component/NCR,20077405,"ENCL,INPUT INTLK",Others
10/28/2022 0:00,853-040482-684,1716631,Test,1-BT,Flex Test Bench,R+JX,R+JX,400kHz Imaginary,"""Fine tune multiple times for spec. Still failed at 400 KHz X. NCR retune coils. L1+L2 115.75 please. C4 trimmer cap tuned to the max""",Re-tune Coils,853-235230-017,"ASSY,IDCTR,400 HZ,RF MATCH",Inductor/Coil
10/28/2022 0:00,853-040482-684,1716632,Assembly,5-D,AMAT Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,screws hole unalignment, Replace Component/NCR,,,Sheet Metal
